 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)	T (11)	Base X (11)	Base Y (11)	Tip X (11)	Tip Y (11)	||[body,base]|| (11)	||[base,tip]||  (11)	||[base,tip]|| : [body,base] (11)	[base,tip] ? [body,base] (11)	?||[base,tip]|| : [body,base] (11)	||[tip(t-1),tip(t)]|| : [base,tip] (11)	||[base(t-1),base(t)]|| : [base,tip] (11)	T (12)	Base X (12)	Base Y (12)	Tip X (12)	Tip Y (12)	||[body,base]|| (12)	||[base,tip]||  (12)	||[base,tip]|| : [body,base] (12)	[base,tip] ? [body,base] (12)	?||[base,tip]|| : [body,base] (12)	||[tip(t-1),tip(t)]|| : [base,tip] (12)	||[base(t-1),base(t)]|| : [base,tip] (12)	T (13)	Base X (13)	Base Y (13)	Tip X (13)	Tip Y (13)	||[body,base]|| (13)	||[base,tip]||  (13)	||[base,tip]|| : [body,base] (13)	[base,tip] ? [body,base] (13)	?||[base,tip]|| : [body,base] (13)	||[tip(t-1),tip(t)]|| : [base,tip] (13)	||[base(t-1),base(t)]|| : [base,tip] (13)	T (14)	Base X (14)	Base Y (14)	Tip X (14)	Tip Y (14)	||[body,base]|| (14)	||[base,tip]||  (14)	||[base,tip]|| : [body,base] (14)	[base,tip] ? [body,base] (14)	?||[base,tip]|| : [body,base] (14)	||[tip(t-1),tip(t)]|| : [base,tip] (14)	||[base(t-1),base(t)]|| : [base,tip] (14)	T (15)	Base X (15)	Base Y (15)	Tip X (15)	Tip Y (15)	||[body,base]|| (15)	||[base,tip]||  (15)	||[base,tip]|| : [body,base] (15)	[base,tip] ? [body,base] (15)	?||[base,tip]|| : [body,base] (15)	||[tip(t-1),tip(t)]|| : [base,tip] (15)	||[base(t-1),base(t)]|| : [base,tip] (15)	T (16)	Base X (16)	Base Y (16)	Tip X (16)	Tip Y (16)	||[body,base]|| (16)	||[base,tip]||  (16)	||[base,tip]|| : [body,base] (16)	[base,tip] ? [body,base] (16)	?||[base,tip]|| : [body,base] (16)	||[tip(t-1),tip(t)]|| : [base,tip] (16)	||[base(t-1),base(t)]|| : [base,tip] (16)	T (17)	Base X (17)	Base Y (17)	Tip X (17)	Tip Y (17)	||[body,base]|| (17)	||[base,tip]||  (17)	||[base,tip]|| : [body,base] (17)	[base,tip] ? [body,base] (17)	?||[base,tip]|| : [body,base] (17)	||[tip(t-1),tip(t)]|| : [base,tip] (17)	||[base(t-1),base(t)]|| : [base,tip] (17)	T (18)	Base X (18)	Base Y (18)	Tip X (18)	Tip Y (18)	||[body,base]|| (18)	||[base,tip]||  (18)	||[base,tip]|| : [body,base] (18)	[base,tip] ? [body,base] (18)	?||[base,tip]|| : [body,base] (18)	||[tip(t-1),tip(t)]|| : [base,tip] (18)	||[base(t-1),base(t)]|| : [base,tip] (18)	T (19)	Base X (19)	Base Y (19)	Tip X (19)	Tip Y (19)	||[body,base]|| (19)	||[base,tip]||  (19)	||[base,tip]|| : [body,base] (19)	[base,tip] ? [body,base] (19)	?||[base,tip]|| : [body,base] (19)	||[tip(t-1),tip(t)]|| : [base,tip] (19)	||[base(t-1),base(t)]|| : [base,tip] (19)	T (20)	Base X (20)	Base Y (20)	Tip X (20)	Tip Y (20)	||[body,base]|| (20)	||[base,tip]||  (20)	||[base,tip]|| : [body,base] (20)	[base,tip] ? [body,base] (20)	?||[base,tip]|| : [body,base] (20)	||[tip(t-1),tip(t)]|| : [base,tip] (20)	||[base(t-1),base(t)]|| : [base,tip] (20)
31	30.000	31.000	22.880	15.145	21.450	12.090	3.844	3.373	1.633	6.278	0.084	0.059	-0.145	31.000	12.870	14.560	6.890	13.650	13.871	6.049	6.024	83.562	-0.056	0.074	0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	30.680	17.875	31.915	20.150	4.671	2.589	2.251	10.516	0.120	0.176	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	27.690	23.075	28.405	25.805	7.732	2.822	2.798	21.636	-3.886E-4	0.172	0.172	31.000	28.860	21.710	29.965	24.115	6.660	2.647	2.633	17.534	0.355	0.291	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	24.830	23.725	24.245	24.375	8.531	0.874	0.763	6.511	0.076	0.092	NaN	31.000	25.480	24.245	23.985	26.845	8.926	2.999	2.782	24.830	-0.015	-0.032	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	18.330	18.265	11.830	18.850	9.415	6.526	6.371	59.978	0.318	0.135	-0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	19.240	19.175	16.120	20.605	9.115	3.432	3.431	31.273	-0.145	-0.118	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	21.580	23.530	16.575	27.950	9.971	6.677	6.425	64.064	0.008	0.043	0.092	76.000	25.480	22.165	21.060	30.355	7.840	9.307	8.928	70.000	-0.284	0.062	0.348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	21.515	20.865	16.250	24.245	8.688	6.257	6.091	52.918	0.208	0.234	NaN
32	31.000	32.000	22.945	15.210	21.450	12.090	4.233	3.460	1.684	7.128	0.050	NaN	-0.087	32.000	13.780	14.755	6.890	13.715	13.409	6.968	6.936	93.001	0.911	-0.010	-0.929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	30.680	18.135	31.850	20.020	4.407	2.219	2.072	9.130	-0.179	-0.145	0.221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	27.820	23.205	28.405	25.935	7.762	2.792	2.769	21.497	-0.029	0.127	0.154	32.000	28.795	21.580	30.030	24.310	6.322	2.996	2.956	18.687	0.323	0.204	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	24.765	23.660	24.310	24.375	8.536	0.847	0.814	6.950	0.051	-0.035	-0.020	32.000	25.545	24.245	23.985	26.845	8.924	3.032	2.841	25.350	0.059	NaN	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	17.030	18.460	11.765	19.045	10.696	5.297	5.219	55.821	-1.152	0.086	1.314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	19.045	19.240	16.120	20.605	9.451	3.228	3.223	30.458	-0.208	NaN	0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	21.580	23.400	16.510	28.015	9.743	6.856	6.579	64.102	0.154	0.092	-0.088	77.000	25.480	22.100	21.125	30.420	7.646	9.391	9.137	69.860	0.209	0.027	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	21.710	20.800	16.185	24.375	8.503	6.581	6.427	54.650	0.336	0.125	-0.199
33	32.000	33.000	23.010	15.145	21.385	12.090	4.687	3.460	1.792	8.399	0.108	0.031	0.027	33.000	14.820	15.015	6.825	13.715	12.876	8.100	8.031	103.403	1.095	0.064	-1.068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	30.615	18.070	31.785	19.955	3.957	2.219	2.134	8.446	0.063	-0.090	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	27.885	23.075	28.405	25.870	7.672	2.843	2.807	21.539	0.038	-0.064	-0.116	33.000	28.795	21.580	30.095	24.505	6.273	3.201	3.108	19.498	0.153	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	24.830	23.465	24.310	24.310	8.552	0.992	0.970	8.298	0.156	-0.055	-0.200	33.000	25.675	24.115	23.985	26.845	8.940	3.211	3.041	27.184	0.200	NaN	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	17.030	18.460	11.700	19.110	10.849	5.369	5.313	57.637	0.094	0.072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	18.785	19.305	16.185	20.540	8.441	2.878	2.877	24.285	-0.346	-0.087	0.263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	21.710	23.400	16.445	28.080	9.688	7.044	6.743	65.327	0.164	0.092	-0.097	78.000	25.480	22.100	21.125	30.355	7.851	9.333	9.078	71.272	-0.059	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	21.775	20.670	16.055	24.505	8.459	6.887	6.784	57.384	0.357	0.180	-0.126
34	33.000	34.000	23.010	15.080	21.515	12.090	4.367	3.343	1.713	7.482	-0.079	-0.058	0.058	34.000	14.105	14.820	6.955	13.715	13.273	7.235	7.192	95.455	-0.839	-0.128	0.736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	30.680	18.070	31.785	19.955	4.253	2.185	2.042	8.687	-0.092	NaN	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	27.950	23.075	28.340	26.065	7.692	3.015	3.011	23.161	0.204	0.185	0.008	34.000	28.730	21.385	30.030	24.700	6.134	3.561	3.521	21.598	0.413	0.158	-0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	24.830	23.335	24.245	24.375	8.325	1.193	1.169	9.730	0.198	0.089	-0.113	34.000	25.675	24.115	23.920	26.845	8.872	3.245	3.014	26.744	-0.026	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	17.615	18.330	11.700	19.175	10.359	5.975	5.933	61.461	0.620	0.009	-0.598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	18.590	19.305	16.185	20.475	9.077	2.674	2.666	24.201	-0.211	-0.028	0.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	21.645	23.465	16.445	28.015	9.867	6.910	6.607	65.192	-0.136	-0.043	0.092	79.000	25.610	21.905	21.060	30.420	7.687	9.654	9.237	71.005	0.159	0.088	-0.233	90.000	18.525	14.885	10.985	12.350	9.039	7.955	7.464	67.465	7.464	2.076	-0.349	93.000	21.060	21.255	15.925	24.700	9.284	6.184	6.067	56.328	-0.717	0.217	0.920
35	34.000	35.000	23.140	15.145	21.450	12.090	4.168	3.491	1.877	7.825	0.164	0.031	-0.120	35.000	14.040	14.820	7.020	13.715	13.273	7.106	7.062	93.732	-0.130	-0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	30.745	18.265	31.850	20.085	4.477	2.129	2.013	9.012	-0.030	0.145	0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	27.885	22.945	28.210	26.000	7.563	3.072	3.071	23.225	0.060	-0.078	-0.136	35.000	28.795	21.385	30.030	24.765	6.164	3.599	3.579	22.059	0.057	0.061	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	24.700	23.335	24.310	24.375	8.345	1.111	1.110	9.261	-0.059	-0.023	0.046	35.000	25.805	23.920	23.920	26.845	8.645	3.480	3.207	27.724	0.193	NaN	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	17.550	18.395	11.830	19.240	10.330	5.782	5.735	59.247	-0.198	-0.119	0.074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	18.590	19.305	16.120	20.475	8.886	2.733	2.724	24.201	0.057	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	21.645	23.465	16.445	28.080	9.765	6.953	6.628	64.723	0.021	0.043	NaN	80.000	25.740	21.775	21.125	30.550	7.664	9.915	9.577	73.392	0.339	0.085	-0.176	91.000	18.785	15.015	10.920	12.675	8.909	8.206	7.793	69.429	0.329	-0.030	-0.286	94.000	21.775	20.605	15.795	24.895	8.183	7.360	7.233	59.192	1.166	0.219	-0.960
36	35.000	36.000	23.270	15.080	21.450	12.025	4.049	3.556	2.106	8.526	0.229	0.056	-0.011	36.000	14.040	14.820	7.020	13.715	13.276	7.106	7.066	93.803	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	30.745	18.265	31.850	20.215	4.436	2.241	2.087	9.257	0.074	0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	27.885	22.880	28.015	26.000	7.433	3.123	3.121	23.195	0.050	-0.008	-0.065	36.000	28.730	21.255	30.030	24.895	5.959	3.865	3.846	22.916	0.267	0.122	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	24.635	23.530	24.310	24.375	8.489	0.905	0.904	7.677	-0.205	NaN	0.205	36.000	25.805	24.180	23.985	26.780	8.837	3.174	2.870	25.367	-0.336	-0.091	0.213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	17.745	18.395	11.765	19.240	10.268	6.039	5.984	61.444	0.249	0.064	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	18.265	19.370	16.120	20.475	10.117	2.413	2.373	24.006	-0.351	NaN	0.319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	23.075	21.970	16.445	28.080	8.023	9.016	8.453	67.820	1.825	NaN	-2.065	81.000	25.805	21.775	21.125	30.550	7.611	9.945	9.498	72.286	-0.079	NaN	-0.031	92.000	18.850	15.015	10.855	12.740	9.037	8.312	7.944	71.791	0.151	0.045	-0.063	95.000	20.670	21.580	15.600	24.960	9.790	6.093	5.981	58.550	-1.253	0.198	1.460
37	36.000	37.000	23.205	15.080	21.450	12.025	4.321	3.523	2.110	9.118	0.004	NaN	0.032	37.000	14.430	14.885	6.955	13.715	13.085	7.566	7.528	98.497	0.462	0.064	-0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	30.745	18.200	31.850	20.150	4.162	2.241	2.081	8.661	-0.006	-0.057	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	27.820	22.815	28.015	25.935	7.222	3.126	3.126	22.574	0.005	-0.065	-0.069	37.000	28.665	21.125	30.030	24.895	5.648	4.010	3.971	22.426	0.125	NaN	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	24.375	23.920	24.245	24.375	8.886	0.473	0.472	4.191	-0.433	0.018	0.446	37.000	25.610	24.310	23.985	26.845	8.912	3.011	2.821	25.143	-0.049	0.055	0.215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	17.875	18.395	11.700	19.305	10.296	6.242	6.200	63.836	0.216	0.074	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	18.070	19.305	16.055	20.280	9.376	2.238	2.212	20.736	-0.161	-0.026	0.147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	23.270	21.775	16.510	28.015	7.878	9.200	8.568	67.499	0.115	-0.092	-0.276	82.000	25.610	22.100	21.255	30.355	7.857	9.333	9.147	71.867	-0.351	-0.233	0.378	93.000	19.045	15.015	10.790	12.675	8.586	8.580	8.161	70.067	0.216	0.080	-0.188	96.000	20.540	21.645	15.470	24.960	10.112	6.058	5.940	60.067	-0.040	0.109	0.144
38	37.000	38.000	23.205	14.885	21.450	12.090	4.488	3.300	2.214	9.937	0.104	-0.055	0.165	38.000	14.755	14.950	7.020	13.715	12.890	7.833	7.792	100.432	0.264	-0.064	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	30.810	18.330	31.915	20.215	4.153	2.185	2.057	8.543	-0.024	0.089	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	27.885	22.880	27.950	25.740	7.220	2.861	2.860	20.652	-0.265	-0.196	0.066	38.000	28.600	20.930	29.965	24.895	5.355	4.193	4.147	22.207	0.176	-0.021	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	24.245	24.180	24.245	24.375	9.161	0.195	0.181	1.660	-0.290	NaN	0.260	38.000	25.610	24.310	23.985	26.845	8.877	3.011	2.838	25.189	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	18.005	18.460	11.765	19.565	8.884	6.337	6.296	55.935	0.096	-0.019	-0.117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	17.615	19.045	15.925	19.500	9.295	1.750	1.750	16.262	-0.462	-0.077	0.372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	23.465	21.515	16.575	28.015	7.618	9.472	8.818	67.178	0.250	-0.047	-0.320	83.000	25.675	22.035	21.320	30.290	7.674	9.333	8.922	68.470	-0.225	-0.088	-0.088	94.000	19.110	15.015	10.855	12.610	8.326	8.598	8.155	67.900	-0.006	-0.044	-0.062	97.000	20.670	21.645	15.600	24.960	9.615	6.058	5.870	56.442	-0.070	-0.109	-0.109
39	38.000	39.000	23.075	14.885	21.450	12.090	4.477	3.233	2.050	9.181	-0.164	NaN	0.065	39.000	14.430	14.885	7.085	13.715	13.085	7.438	7.398	96.799	-0.394	-0.064	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	30.745	18.135	31.915	20.150	4.122	2.330	2.162	8.911	0.105	-0.056	-0.201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	27.885	22.815	27.950	25.610	7.226	2.796	2.794	20.191	-0.066	-0.130	-0.065	39.000	28.730	20.995	29.965	24.895	5.535	4.091	4.077	22.566	-0.070	NaN	0.101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	24.180	24.310	24.245	24.440	9.320	0.145	0.098	0.917	-0.083	0.058	0.087	39.000	25.675	24.375	23.985	26.780	8.962	2.939	2.698	24.180	-0.140	-0.053	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	18.005	18.525	11.570	19.695	9.384	6.540	6.512	61.106	0.216	0.215	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	23.010	21.840	16.640	27.820	8.151	8.737	8.024	65.403	-0.794	-0.181	0.554	84.000	25.675	22.100	21.385	30.030	7.822	9.016	8.785	68.715	-0.137	-0.260	0.057	95.000	16.900	14.625	10.725	12.545	10.725	6.516	6.187	66.362	-1.967	0.144	2.219	98.000	20.605	21.645	15.665	24.960	8.151	5.949	5.324	43.395	-0.546	-0.054	0.054
40	39.000	40.000	23.075	14.690	21.515	12.155	4.640	2.977	2.027	9.405	-0.024	-0.089	0.166	40.000	14.690	14.950	7.085	13.715	12.951	7.705	7.657	99.173	0.259	NaN	-0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	30.940	18.525	31.915	20.150	4.421	1.895	1.806	7.985	-0.356	NaN	0.435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	27.885	22.555	27.820	25.610	6.960	3.056	3.050	21.231	0.256	0.003	-0.260	40.000	28.730	21.125	29.965	25.025	5.634	4.091	4.066	22.912	-0.011	0.124	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	25.805	23.985	23.985	26.845	8.580	3.390	3.181	27.294	0.483	0.055	-0.399	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	18.005	18.525	11.440	19.695	9.207	6.668	6.647	61.199	0.135	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	23.270	21.710	16.770	27.690	8.144	8.832	8.138	66.282	0.114	-0.184	-0.279	85.000	25.610	22.035	21.385	30.030	7.876	9.043	8.875	69.894	0.089	NaN	-0.027	96.000	15.080	14.105	10.595	12.480	12.683	4.770	4.540	57.587	-1.647	0.144	1.888	99.000	20.800	21.320	15.210	23.985	7.804	6.193	5.102	39.816	-0.222	-0.009	-0.316
