 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)
65	64.000	65.000	40.755	33.345	43.940	28.860	32.448	5.501	5.499	178.426	0.039	0.091	0.053	65.000	39.130	33.995	41.080	22.295	30.965	11.861	10.679	330.691	-0.102	-0.128	-0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	41.405	41.015	44.330	40.235	27.196	3.027	2.691	73.185	-0.458	NaN	0.582	65.000	33.865	40.950	29.510	39.065	22.249	4.745	-0.915	-20.365	-0.120	-0.376	-0.264	65.000	42.250	46.800	50.505	43.485	24.424	8.896	8.790	214.685	-0.130	NaN	0.109	65.000	42.315	47.970	48.100	50.570	23.905	6.342	3.866	92.426	0.033	NaN	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	35.620	39.520	32.110	36.985	23.341	4.330	0.018	0.431	0.084	0.091	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66	65.000	66.000	40.755	33.345	44.070	28.665	32.396	5.735	5.733	185.714	0.234	0.234	NaN	66.000	39.130	33.865	40.950	22.425	31.018	11.584	10.398	322.537	-0.281	-0.149	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	41.145	41.080	44.395	40.235	26.916	3.358	2.971	79.967	0.280	0.063	-0.268	66.000	34.125	41.015	29.640	39.130	22.291	4.865	-1.050	-23.415	-0.135	-0.145	-0.265	66.000	42.250	46.865	50.440	43.485	24.358	8.860	8.773	213.692	-0.017	-0.060	-0.025	66.000	42.250	47.970	48.100	50.570	23.817	6.402	3.929	93.584	0.063	NaN	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	35.620	39.520	31.980	36.855	23.745	4.511	0.133	3.165	0.115	0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67	66.000	67.000	40.690	33.345	44.265	28.470	32.357	6.045	6.045	195.596	0.312	0.273	-0.038	67.000	39.065	33.865	40.950	22.555	30.981	11.466	10.338	320.280	-0.060	-0.128	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	41.015	41.080	44.395	40.235	26.820	3.484	3.062	82.113	0.091	NaN	-0.126	67.000	34.255	41.080	29.835	39.260	22.313	4.780	-1.096	-24.454	-0.046	-0.230	-0.145	67.000	42.250	46.800	50.310	43.550	24.391	8.691	8.592	209.568	-0.181	-0.145	0.024	67.000	42.315	47.970	48.100	50.570	23.874	6.342	3.878	92.595	-0.051	NaN	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	35.620	39.585	31.980	36.855	23.281	4.550	0.140	3.253	0.006	NaN	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68	67.000	68.000	40.690	33.215	44.525	28.210	32.409	6.305	6.305	204.338	0.260	0.365	0.103	68.000	39.065	33.865	40.950	22.555	30.928	11.466	10.332	319.545	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	40.755	41.080	44.395	40.235	26.585	3.737	3.244	86.249	0.183	NaN	-0.253	68.000	34.125	41.080	29.900	39.260	22.185	4.600	-0.969	-21.488	0.127	-0.060	0.119	68.000	42.315	46.735	50.310	43.615	24.447	8.582	8.472	207.110	-0.120	-0.024	0.084	68.000	42.250	47.905	48.100	50.570	23.817	6.428	3.899	92.853	0.020	NaN	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	35.620	39.585	31.915	36.855	23.244	4.602	0.113	2.624	-0.027	0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69	68.000	69.000	40.755	33.150	44.785	27.885	32.409	6.630	6.630	214.871	0.325	0.416	0.091	69.000	39.130	33.865	40.950	22.555	30.875	11.456	10.288	317.652	-0.044	NaN	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	40.495	41.080	44.330	40.235	26.303	3.927	3.374	88.750	0.130	-0.063	-0.254	69.000	34.190	41.015	29.965	39.260	22.185	4.575	-1.022	-22.663	-0.053	-0.060	-0.035	69.000	42.315	46.735	50.245	43.615	24.358	8.522	8.417	205.022	-0.055	-0.060	NaN	69.000	42.250	47.970	48.100	50.570	23.698	6.402	3.947	93.542	0.049	NaN	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	35.685	39.585	32.045	36.855	22.972	4.550	0.160	3.667	0.047	-0.104	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70	69.000	70.000	40.690	33.215	44.915	27.690	32.422	6.955	6.955	225.488	0.325	0.234	-0.091	70.000	39.130	33.865	40.950	22.555	30.981	11.456	10.301	319.123	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	40.365	41.080	44.395	40.235	26.298	4.118	3.501	92.075	0.127	0.064	-0.127	70.000	33.865	41.015	29.900	39.260	22.105	4.336	-0.805	-17.800	0.216	0.059	0.297	70.000	42.380	46.670	50.245	43.615	24.513	8.437	8.320	203.962	-0.097	NaN	0.084	70.000	42.250	47.970	48.100	50.570	23.760	6.402	3.923	93.204	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	35.685	39.585	32.110	36.920	22.775	4.459	0.132	3.008	-0.028	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71	70.000	71.000	40.820	33.085	44.720	27.885	32.552	6.500	6.500	211.588	-0.455	-0.273	0.182	71.000	39.130	33.930	40.950	22.555	30.875	11.520	10.342	319.292	0.041	NaN	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	40.365	41.080	44.460	40.235	26.253	4.181	3.552	93.258	0.051	0.064	NaN	71.000	33.930	40.950	29.965	39.325	22.142	4.285	-0.922	-20.424	-0.117	-0.085	-0.035	71.000	42.445	46.670	50.245	43.615	24.536	8.377	8.270	202.901	-0.051	NaN	0.061	71.000	42.315	47.970	48.035	50.570	23.786	6.283	3.827	91.023	-0.096	-0.059	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	35.685	39.520	32.175	36.985	23.260	4.330	0.082	1.901	-0.050	-0.091	0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72	71.000	72.000	40.820	33.150	44.720	27.950	32.500	6.500	6.500	211.250	4.665E-6	-0.052	-0.052	72.000	39.130	33.930	40.950	22.555	30.875	11.520	10.342	319.292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	40.105	41.145	44.525	40.170	26.020	4.526	3.866	100.585	0.313	0.077	-0.268	72.000	33.995	40.950	29.965	39.325	22.179	4.345	-0.970	-21.505	-0.047	NaN	-0.060	72.000	42.445	46.670	50.245	43.615	24.536	8.377	8.270	202.901	NaN	NaN	NaN	72.000	42.250	47.970	48.035	50.570	23.729	6.342	3.878	92.012	0.051	NaN	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	35.685	39.585	32.045	36.855	23.206	4.550	0.161	3.726	0.079	0.182	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73	72.000	73.000	40.690	33.215	44.720	27.885	32.461	6.682	6.682	216.903	0.182	0.052	-0.130	73.000	39.130	34.060	40.950	22.555	30.859	11.648	10.433	321.941	0.091	NaN	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	41.080	41.015	44.655	40.170	26.912	3.674	3.205	86.253	-0.661	0.127	0.979	73.000	34.190	40.950	29.965	39.325	22.381	4.527	-1.116	-24.970	-0.146	NaN	-0.182	73.000	42.315	46.800	50.310	43.615	24.447	8.606	8.505	207.916	0.235	0.060	-0.169	73.000	42.315	47.970	48.100	50.570	23.874	6.342	3.878	92.595	8.234E-4	0.059	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74	73.000	74.000	40.755	33.215	44.785	27.820	32.409	6.734	6.734	218.242	0.052	0.091	0.039	74.000	39.130	34.060	40.950	22.555	30.769	11.648	10.435	321.075	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	41.275	41.015	44.655	40.170	26.964	3.484	3.070	82.772	-0.135	NaN	0.189	74.000	34.255	40.885	30.030	39.325	22.381	4.504	-1.169	-26.157	-0.053	-0.061	-0.038	74.000	42.315	46.735	50.310	43.550	24.391	8.606	8.503	207.397	-0.002	0.024	0.024	74.000	42.250	47.905	48.100	50.570	23.760	6.428	3.892	92.473	0.014	NaN	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75	74.000	75.000	40.690	33.215	44.850	27.755	32.461	6.864	6.864	222.810	0.130	0.091	-0.039	75.000	39.065	33.930	40.950	22.620	30.928	11.466	10.332	319.545	-0.103	-0.064	0.118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	41.210	41.015	44.590	40.235	27.008	3.469	3.023	81.644	-0.047	-0.078	-0.063	75.000	34.320	40.755	29.900	39.260	22.616	4.666	-1.333	-30.150	-0.164	0.144	-0.020	75.000	42.250	46.735	50.375	43.485	24.424	8.751	8.645	211.144	0.142	0.084	-0.060	75.000	42.315	47.970	48.100	50.570	23.874	6.342	3.878	92.595	-0.014	NaN	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76	75.000	76.000	40.625	33.345	44.915	27.625	32.279	7.150	7.150	230.795	0.286	0.143	-0.143	76.000	39.000	33.605	40.950	22.555	31.120	11.221	10.201	317.467	-0.131	0.064	0.309	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	40.885	41.015	44.525	40.235	26.721	3.723	3.196	85.413	0.173	-0.064	-0.318	76.000	34.255	40.690	29.965	39.260	22.594	4.522	-1.284	-29.000	0.050	-0.062	0.082	76.000	42.445	46.605	50.375	43.485	24.602	8.522	8.408	206.864	-0.237	NaN	0.229	76.000	42.250	47.905	48.035	50.505	23.790	6.342	3.853	91.674	-0.025	-0.086	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77	76.000	77.000	40.625	33.410	44.980	27.560	32.318	7.293	7.293	235.696	0.143	0.091	-0.052	77.000	39.000	33.735	40.950	22.620	31.104	11.285	10.241	318.535	0.040	-0.064	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	40.820	41.015	44.525	40.170	26.766	3.800	3.285	87.922	0.088	0.014	-0.063	77.000	34.385	40.690	29.965	39.260	22.759	4.646	-1.382	-31.451	-0.098	NaN	-0.124	77.000	42.315	46.800	50.310	43.550	24.480	8.630	8.535	208.935	0.127	-0.085	-0.194	77.000	42.315	47.970	48.100	50.505	23.905	6.316	3.897	93.161	0.044	0.060	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78	77.000	78.000	40.690	33.410	45.110	27.365	32.357	7.489	7.488	242.287	0.195	0.234	0.038	78.000	39.065	34.060	40.950	22.620	30.875	11.594	10.432	322.089	0.191	NaN	-0.310	78.000	41.600	37.375	48.425	29.445	29.896	10.463	10.455	312.561	10.455	0.380	-0.099	78.000	40.690	41.015	44.525	40.235	26.671	3.914	3.329	88.780	0.044	-0.013	-0.127	78.000	34.385	40.690	29.965	39.325	22.759	4.626	-1.435	-32.659	-0.053	-0.019	NaN	78.000	42.315	46.735	50.180	43.615	24.513	8.461	8.354	204.777	-0.181	-0.145	0.024	78.000	42.315	47.970	48.100	50.570	23.905	6.342	3.866	92.426	-0.031	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79	78.000	79.000	40.690	33.410	45.305	27.170	32.357	7.761	7.761	251.121	0.273	0.273	NaN	79.000	39.065	33.995	40.950	22.620	30.928	11.530	10.385	321.189	-0.047	NaN	0.064	79.000	41.600	37.375	48.425	29.185	29.896	10.661	10.646	318.257	0.191	0.200	NaN	79.000	40.625	40.950	44.525	40.235	26.668	3.965	3.324	88.649	-0.005	NaN	-0.052	79.000	34.320	40.690	30.030	39.325	22.722	4.502	-1.350	-30.674	0.085	-0.062	0.062	79.000	42.315	46.800	50.180	43.615	24.480	8.485	8.390	205.386	0.036	NaN	-0.024	79.000	42.315	47.970	48.100	50.505	23.905	6.316	3.897	93.161	0.031	-0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
