dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)
0.000	1.000	0.000	282.370	207.966	766.314	215.670	175.433	196.267	147.874	2.276	0.000	NaN	NaN	1.000	0.000	296.161	219.667	766.314	239.418	159.400	184.938	118.743	4.248	0.000	NaN	NaN	1.000	0.000	295.074	215.957	766.314	240.851	170.750	182.789	134.944	3.227	0.000	NaN	NaN	28.000	0.000	188.690	172.408	710.571	167.077	151.375	159.867	124.674	4.056	4.056	NaN	NaN	33.000	0.000	231.704	185.695	714.559	185.364	162.300	177.133	140.870	1.280	1.280	NaN	NaN	35.000	0.000	311.394	259.554	714.380	259.716	240.824	267.100	227.544	0.825	0.825	NaN	NaN	69.000	0.000	246.935	204.940	709.030	180.781	161.167	169.833	144.800	3.312	3.312	NaN	NaN	73.000	0.000	210.400	182.218	706.278	184.333	184.333	199.667	166.574	0.395	0.395	NaN	NaN
1.000	2.000	1.000	254.042	196.443	734.507	210.570	170.387	194.733	142.229	2.192	-0.084	0.172	0.145	2.000	1.000	273.061	224.716	734.507	228.631	160.300	191.000	133.271	4.256	0.008	0.000	0.130	2.000	1.000	263.032	173.096	734.507	205.119	154.267	167.286	123.298	2.485	-0.742	0.325	1.105	29.000	1.000	192.296	178.883	715.671	168.059	146.308	165.333	123.034	4.592	0.536	0.145	-0.382	34.000	1.000	203.393	176.562	714.302	179.663	155.133	173.471	136.902	1.150	-0.130	0.065	0.260	36.000	1.000	312.576	264.789	715.853	269.805	250.647	269.556	237.634	0.909	0.084	-0.057	-0.136	70.000	1.000	245.829	197.559	709.576	185.298	161.867	174.071	144.746	3.416	0.103	0.175	0.015	74.000	1.000	258.781	212.807	705.642	206.679	187.944	210.333	169.269	1.109	0.714	0.043	-0.502
2.000	3.000	2.000	256.696	198.294	740.214	214.514	167.862	186.111	137.441	2.479	0.287	0.205	-0.060	3.000	2.000	276.903	205.417	740.214	221.629	160.400	189.154	134.590	3.739	-0.517	0.000	0.321	3.000	2.000	258.600	165.786	740.214	205.415	163.742	194.400	122.549	2.523	0.038	0.132	0.065	30.000	2.000	192.167	184.930	720.235	169.414	149.560	159.375	127.265	4.507	-0.084	-0.000	0.088	35.000	2.000	246.000	188.739	714.380	190.390	162.400	172.714	141.873	1.337	0.187	-0.065	-0.328	37.000	2.000	344.029	278.965	715.104	270.746	223.129	248.444	210.521	1.372	0.463	0.130	-0.195	71.000	2.000	256.290	208.136	710.117	195.684	166.926	180.812	144.818	3.259	-0.157	-0.016	0.030	75.000	2.000	340.833	247.835	698.003	230.084	179.714	206.462	156.620	1.928	0.819	0.300	-0.441
3.000	4.000	3.000	250.207	193.611	737.794	216.687	180.933	203.625	136.811	2.674	0.195	0.205	0.084	4.000	3.000	284.065	214.496	737.794	226.623	158.833	180.353	134.569	3.999	0.260	0.000	-0.260	4.000	3.000	276.364	172.026	737.794	200.119	143.815	154.733	122.939	2.894	0.371	0.195	-0.065	31.000	3.000	179.600	175.222	712.553	166.507	153.407	162.522	127.730	4.148	-0.360	0.028	0.260	36.000	3.000	256.655	192.541	715.853	196.602	164.367	179.722	142.053	1.357	0.019	-0.069	-0.004	38.000	3.000	338.550	269.603	713.467	256.616	218.759	248.692	217.465	1.437	0.065	-0.000	-0.198	72.000	3.000	288.846	214.125	707.456	199.196	165.333	182.467	149.182	3.289	0.030	-0.142	-0.000	76.000	3.000	309.806	229.674	698.568	223.219	178.355	189.100	152.622	1.844	-0.084	0.196	0.182
4.000	5.000	4.000	246.091	188.262	730.922	216.263	176.062	196.471	137.245	2.682	0.008	0.266	0.205	5.000	4.000	314.500	239.117	730.922	230.957	162.967	187.769	133.566	4.611	0.612	0.000	-0.583	5.000	4.000	256.931	167.178	730.922	190.258	157.733	172.933	119.123	2.810	-0.084	0.262	0.260	32.000	4.000	180.115	175.563	718.670	182.762	182.762	189.278	172.805	0.548	-3.600	-3.597	-0.082	37.000	4.000	247.192	185.571	715.104	185.755	161.367	172.000	140.132	1.227	-0.130	0.000	0.065	39.000	4.000	359.733	290.000	716.166	269.466	216.200	234.471	200.333	1.762	0.325	0.065	-0.065	73.000	4.000	252.742	205.317	706.278	195.606	175.296	185.714	155.448	2.880	-0.409	-0.205	-0.000	77.000	4.000	339.250	249.302	694.390	234.004	180.714	195.095	157.924	2.066	0.222	-0.038	-0.272
5.000	6.000	5.000	268.808	188.071	737.726	223.269	175.828	187.947	142.676	2.720	0.038	0.160	0.099	6.000	5.000	244.032	191.209	737.726	211.224	164.567	190.438	132.125	3.479	-1.132	0.000	1.104	6.000	5.000	272.724	174.264	737.726	190.668	165.357	175.667	119.336	3.108	0.298	0.198	-0.130	33.000	5.000	217.103	209.709	714.559	168.936	150.370	162.611	129.612	5.446	4.898	3.845	-0.726	38.000	5.000	272.355	196.043	713.467	191.410	161.367	181.846	138.034	1.632	0.406	0.000	-0.260	40.000	5.000	322.345	268.642	715.506	256.012	218.207	232.684	198.329	1.567	-0.195	0.068	-0.000	74.000	5.000	258.971	206.393	705.642	203.181	179.696	205.375	159.690	2.658	-0.222	-0.189	-0.000	78.000	5.000	346.219	241.636	692.663	244.232	187.265	210.923	160.724	2.039	-0.027	-0.091	-0.039
6.000	7.000	6.000	293.300	184.255	731.804	230.394	184.156	204.611	141.986	2.482	-0.238	0.103	0.473	7.000	6.000	275.677	208.464	731.804	213.587	158.033	186.545	133.182	4.156	0.677	0.000	-0.649	7.000	6.000	283.310	177.458	731.804	195.602	160.321	179.000	120.596	3.468	0.360	0.270	-0.065	34.000	6.000	181.560	179.489	714.302	166.492	152.167	171.182	128.558	4.921	-0.525	0.194	0.578	39.000	6.000	299.875	198.140	716.166	200.160	156.760	180.571	131.714	1.946	0.314	0.195	-0.130	41.000	6.000	367.225	287.240	713.626	265.925	210.357	233.765	188.950	2.133	0.566	0.130	-0.260	75.000	6.000	214.000	187.232	698.003	195.478	176.577	190.938	163.254	1.992	-0.666	-0.205	0.455	79.000	6.000	367.722	249.364	688.546	242.891	182.759	200.609	158.727	2.188	0.149	0.014	-0.038
7.000	8.000	7.000	314.200	181.260	734.456	236.273	186.818	209.688	139.563	2.314	-0.168	0.225	0.369	8.000	7.000	263.000	206.809	734.456	218.296	166.133	186.333	132.069	4.129	-0.027	0.000	0.000	8.000	7.000	290.710	190.491	734.456	195.884	155.857	177.300	119.132	4.085	0.617	0.350	-0.138	35.000	7.000	209.720	205.141	714.380	169.992	152.286	163.389	129.792	5.530	0.609	0.056	-0.547	40.000	7.000	257.061	176.941	715.506	180.690	151.733	162.938	130.007	1.743	-0.203	0.065	0.257	42.000	7.000	366.622	296.833	710.750	265.938	201.375	220.222	181.764	2.244	0.111	0.132	-0.000	76.000	7.000	223.586	182.736	698.568	202.325	182.556	206.273	171.310	1.418	-0.574	-0.242	0.231	80.000	7.000	366.545	248.896	692.500	248.310	179.621	191.800	160.479	2.051	-0.138	0.020	0.090
8.000	9.000	8.000	305.310	184.677	729.753	232.000	181.138	197.800	137.014	2.203	-0.111	0.268	0.349	9.000	8.000	286.871	213.404	729.753	212.494	163.333	199.545	131.062	4.370	0.241	0.000	-0.195	9.000	8.000	262.793	170.627	729.753	197.122	159.143	174.214	116.944	4.115	0.030	0.331	0.202	36.000	8.000	196.591	190.860	715.853	169.990	151.115	158.864	129.306	5.748	0.219	0.120	0.038	41.000	8.000	285.774	200.455	713.626	187.718	147.355	158.643	126.740	2.160	0.417	0.195	-0.195	43.000	8.000	412.902	326.481	718.417	280.458	200.516	222.909	190.464	2.550	0.306	-0.065	-0.325	77.000	8.000	210.889	185.011	694.390	197.217	182.208	196.750	167.687	1.009	-0.409	-0.060	0.386	81.000	8.000	238.483	198.570	687.760	197.629	190.065	215.733	168.993	0.871	-1.179	-0.234	0.899
9.000	10.000	9.000	314.710	189.616	714.825	232.585	181.821	192.864	136.057	2.360	0.157	0.183	0.102	10.000	9.000	294.500	218.907	714.825	222.444	162.857	185.688	129.641	4.500	0.130	0.065	-0.130	10.000	9.000	260.897	177.223	714.825	191.604	158.741	167.429	119.257	4.643	0.528	0.267	-0.193	37.000	9.000	209.148	200.210	715.104	172.906	158.333	166.826	128.682	5.982	0.233	0.089	-0.066	42.000	9.000	295.100	205.691	710.750	186.718	150.393	154.375	127.793	2.290	0.130	0.065	-0.065	44.000	9.000	377.314	293.806	714.614	265.463	211.625	229.143	185.960	2.347	-0.203	-0.000	0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	9.000	366.838	248.576	695.441	247.005	198.242	231.583	162.481	1.783	0.911	0.000	-0.793
10.000	11.000	10.000	323.333	199.520	714.672	239.541	169.906	195.600	133.453	3.052	0.693	0.288	-0.411	11.000	10.000	292.033	218.481	714.672	210.047	150.929	169.667	132.420	4.370	-0.130	0.000	0.128	11.000	10.000	262.394	178.664	714.672	188.787	156.536	167.176	118.162	5.243	0.601	0.291	-0.140	38.000	10.000	216.516	207.639	713.467	176.884	153.793	173.267	128.163	6.677	0.696	0.202	-0.228	43.000	10.000	281.893	204.128	718.417	185.223	149.152	158.045	128.390	2.309	0.019	-0.061	-0.069	45.000	10.000	349.541	272.413	715.448	262.591	212.273	246.000	185.671	2.317	-0.030	0.071	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	10.000	240.233	203.286	693.999	212.984	203.281	225.304	170.213	0.852	-0.930	-0.089	0.734
11.000	12.000	11.000	326.367	199.480	733.701	250.091	168.269	183.176	132.475	3.301	0.249	0.228	-0.000	12.000	11.000	313.433	226.298	733.701	220.876	152.367	167.833	128.409	4.527	0.157	0.000	-0.130	12.000	11.000	279.926	169.183	733.701	184.496	149.000	162.692	123.762	5.121	-0.122	0.104	0.077	39.000	11.000	195.694	188.752	716.166	177.539	149.704	158.591	127.309	6.536	-0.141	0.116	0.233	44.000	11.000	294.033	195.378	714.614	186.520	150.667	168.600	128.041	2.374	0.065	-0.002	-0.065	46.000	11.000	390.902	302.266	715.369	277.923	204.355	227.067	176.027	2.661	0.344	0.061	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	11.000	373.057	250.193	694.475	243.231	185.862	208.062	162.701	1.821	0.968	0.144	-0.739
12.000	13.000	12.000	338.152	199.718	732.296	265.104	178.933	193.692	133.357	3.504	0.203	0.109	-0.000	13.000	12.000	288.742	230.845	732.296	217.502	161.714	183.917	131.007	4.370	-0.157	-0.065	0.065	13.000	12.000	288.121	177.735	732.296	186.032	151.458	157.842	115.714	5.822	0.701	0.460	-0.000	40.000	12.000	210.000	193.684	715.506	177.924	151.370	165.882	125.524	6.299	-0.238	0.233	0.115	45.000	12.000	263.429	184.112	715.448	178.464	149.643	160.000	129.160	1.995	-0.379	-0.065	0.195	47.000	12.000	337.161	264.403	710.408	263.341	211.500	245.692	176.621	2.022	-0.639	-0.000	0.390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	12.000	353.971	244.940	692.331	238.387	194.844	210.524	168.743	1.764	-0.057	0.022	0.055
13.000	14.000	13.000	340.333	196.580	720.704	209.033	178.030	185.276	140.028	2.647	-0.858	0.184	0.926	14.000	13.000	295.481	230.723	720.704	218.500	157.500	181.786	133.007	4.511	0.141	0.000	-0.130	14.000	13.000	272.852	175.373	720.704	180.934	149.458	159.882	119.718	5.876	0.054	0.260	0.018	41.000	13.000	182.852	163.173	713.626	181.204	160.429	179.500	125.333	5.227	-1.072	0.145	1.101	46.000	13.000	250.407	197.035	715.369	183.068	156.571	165.850	129.236	2.022	0.027	-0.065	-0.065	48.000	13.000	319.515	255.831	710.728	251.410	201.061	218.136	174.878	2.060	0.038	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	13.000	245.571	211.408	690.978	211.547	192.424	227.429	170.878	0.971	-0.793	-0.032	0.669
14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	320.700	251.480	735.051	219.558	162.133	183.357	131.110	4.817	0.306	0.000	-0.325	15.000	14.000	259.407	169.359	735.051	179.325	148.957	159.692	130.014	5.911	0.035	0.062	0.062	42.000	14.000	192.538	177.598	710.750	179.362	150.857	168.125	133.899	6.161	0.934	0.232	-0.640	47.000	14.000	236.370	194.308	710.408	175.237	151.613	166.000	128.860	2.022	0.000	0.002	-0.000	49.000	14.000	328.097	258.761	718.043	253.122	195.219	224.583	176.890	2.098	0.038	-0.000	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	14.000	243.143	196.640	691.528	205.830	190.806	220.769	161.015	0.963	-0.008	0.152	0.178
15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	305.645	238.670	736.986	219.886	159.400	187.700	130.753	4.752	-0.065	0.000	0.065	16.000	15.000	276.667	173.688	736.986	174.584	138.800	148.000	120.589	6.454	0.544	0.476	-0.040	43.000	15.000	189.788	175.886	718.417	177.569	152.069	166.333	135.568	6.410	0.249	0.174	0.058	48.000	15.000	219.241	193.041	710.728	171.266	150.643	164.182	127.318	1.903	-0.119	0.000	0.065	50.000	15.000	288.290	238.914	709.456	241.533	202.903	222.632	170.375	1.613	-0.485	0.062	0.581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	15.000	210.348	167.798	692.242	184.667	184.667	211.556	158.730	0.465	-0.498	0.144	0.541
16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	328.062	249.408	737.610	219.049	154.821	177.833	131.819	4.890	0.138	0.000	-0.130	17.000	16.000	257.231	175.269	737.610	175.591	146.609	164.800	114.632	6.868	0.414	0.448	0.060	44.000	16.000	209.067	184.547	714.614	178.969	152.200	164.762	134.856	7.389	0.980	0.145	-0.499	49.000	16.000	229.815	187.398	718.043	173.480	149.633	164.923	127.075	1.976	0.073	-0.065	-0.067	51.000	16.000	349.912	285.667	715.230	263.958	182.667	200.450	162.123	2.680	1.067	0.130	-0.845	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	16.000	216.652	183.290	698.233	193.818	186.923	205.385	164.899	0.611	0.146	0.089	-0.202
17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	310.444	238.700	741.396	222.877	167.214	195.700	130.361	4.649	-0.241	0.000	0.257	18.000	17.000	295.967	178.398	741.396	179.037	148.739	153.174	121.796	7.171	0.303	-0.035	-0.205	45.000	17.000	207.111	179.566	715.448	177.929	164.645	176.348	136.479	6.907	-0.482	0.174	0.262	50.000	17.000	226.069	187.330	709.456	174.351	150.857	156.476	128.304	1.930	-0.046	0.000	-1.194E-17	52.000	17.000	296.833	240.276	719.419	235.761	192.606	209.737	162.741	1.995	-0.685	0.070	0.643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	17.000	219.367	197.484	692.947	200.145	194.323	206.400	160.333	0.963	0.352	0.033	-0.086
18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	285.241	236.901	739.478	220.593	161.121	183.062	131.882	4.519	-0.130	0.000	0.130	19.000	18.000	283.000	179.520	739.478	180.845	149.000	159.467	122.811	7.316	0.146	0.254	-0.000	46.000	18.000	207.407	185.046	715.369	178.015	160.429	184.800	137.448	7.010	0.103	0.031	-0.059	51.000	18.000	258.654	212.835	715.230	178.375	145.179	155.353	126.176	2.347	0.417	0.065	-0.327	53.000	18.000	374.523	281.779	715.922	263.173	192.065	217.154	162.490	2.672	0.677	0.065	-0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	18.000	204.710	170.213	690.458	186.476	183.455	206.375	158.930	0.671	-0.293	0.011	0.268
19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	328.310	248.922	742.943	220.674	154.567	167.000	132.605	4.741	0.222	0.000	-0.195	20.000	19.000	259.036	175.388	742.943	178.923	149.435	157.071	123.957	7.443	0.127	0.173	0.029	47.000	19.000	196.242	171.527	710.408	175.377	155.129	179.909	132.530	6.769	-0.241	0.145	0.553	52.000	19.000	240.259	185.965	719.419	177.427	144.250	163.818	124.973	2.228	-0.119	0.065	0.130	54.000	19.000	338.000	273.679	712.850	254.846	193.182	220.071	164.740	2.607	-0.065	0.069	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	19.000	221.788	186.464	693.394	198.830	191.879	205.952	162.567	1.047	0.377	0.033	-0.231
20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	300.000	240.071	722.156	222.671	159.806	180.867	130.100	4.557	-0.184	0.000	0.132	21.000	20.000	276.320	178.736	722.156	181.080	150.760	161.231	117.784	7.692	0.249	0.145	-0.058	48.000	20.000	201.970	178.327	710.728	176.079	152.800	170.643	134.242	7.102	0.333	0.059	-0.232	53.000	20.000	238.120	179.023	715.922	177.138	143.367	149.731	126.497	2.228	0.000	-0.000	0.065	55.000	20.000	290.258	245.990	714.573	235.765	189.273	213.000	162.767	2.152	-0.455	0.060	0.514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	20.000	217.933	186.526	691.067	203.054	197.515	208.154	171.952	0.925	-0.122	0.000	0.021
21.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	297.438	245.560	714.880	222.571	159.613	181.273	132.223	4.668	0.111	0.000	-0.130	22.000	21.000	270.481	172.226	714.880	175.873	136.125	144.529	115.783	8.041	0.349	0.412	0.057	49.000	21.000	190.433	182.284	718.043	180.281	151.214	159.136	127.619	7.370	0.268	0.177	-0.232	54.000	21.000	242.387	190.712	712.850	174.846	143.429	157.091	124.792	2.393	0.165	0.065	-0.000	56.000	21.000	344.485	278.910	722.264	255.371	200.941	220.368	163.830	2.802	0.650	-0.000	-0.649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	21.000	201.613	172.967	676.815	181.767	178.208	197.333	159.784	0.671	-0.254	0.174	0.494
22.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	258.710	217.026	721.440	215.277	164.000	181.250	132.168	4.045	-0.623	0.000	0.646	23.000	22.000	281.034	171.590	721.440	177.648	141.667	153.812	112.061	8.511	0.471	0.291	-0.058	50.000	22.000	200.759	172.080	709.456	179.108	159.037	179.778	125.469	7.205	-0.165	0.118	0.290	55.000	22.000	217.300	164.983	714.573	171.813	142.800	153.684	123.338	2.033	-0.360	0.065	0.325	57.000	22.000	331.576	263.425	721.904	256.707	206.588	232.533	164.548	2.791	-0.011	0.065	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	22.000	212.040	179.378	681.096	192.738	184.267	206.867	165.246	0.787	0.116	-0.116	-0.407
23.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	312.111	249.732	718.708	224.555	165.188	186.176	133.433	4.703	0.658	0.000	-0.588	24.000	23.000	274.156	180.701	718.708	176.994	140.000	152.500	115.767	8.920	0.409	0.237	-0.059	51.000	23.000	208.172	180.560	715.230	178.835	146.179	162.353	126.979	7.649	0.444	0.205	-0.205	56.000	23.000	221.483	168.796	722.264	171.159	140.481	154.727	125.313	2.003	-0.030	0.065	0.130	58.000	23.000	361.714	293.549	723.525	268.011	210.543	237.905	165.712	3.124	0.333	0.065	-0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	23.000	226.613	192.814	693.030	193.000	184.029	193.125	165.729	0.971	0.184	-0.090	-0.124
24.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	24.000	316.571	249.581	719.566	221.400	163.000	183.786	129.840	4.768	0.065	0.065	0.000	25.000	24.000	276.276	193.622	719.566	185.038	149.571	164.312	116.034	9.578	0.658	0.086	-0.526	52.000	24.000	202.065	175.734	719.419	175.346	149.833	160.632	123.463	7.676	0.027	0.086	0.118	57.000	24.000	208.552	159.009	721.904	170.462	146.414	155.000	125.925	1.762	-0.241	0.068	0.260	59.000	24.000	338.382	273.576	719.178	262.929	214.559	245.556	167.809	3.151	0.027	0.071	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	24.000	250.394	200.849	696.795	205.372	186.531	198.167	159.587	1.469	0.498	0.116	-0.291
