 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)
37	36.000	37.000	20.085	10.790	27.430	10.920	5.757	7.346	6.690	38.515	-0.128	-0.196	-0.130	37.000	11.570	12.025	4.550	14.365	4.972	7.400	6.425	31.941	0.134	0.206	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	18.005	16.445	24.115	29.640	8.703	14.541	14.508	126.273	0.283	0.291	NaN	37.000	23.855	16.055	38.350	24.765	11.844	16.911	16.665	197.392	-0.157	NaN	0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38	37.000	38.000	20.085	10.855	27.495	10.985	5.872	7.411	6.702	39.352	0.011	0.066	0.001	38.000	11.570	12.090	4.355	14.365	5.027	7.565	6.400	32.173	-0.025	0.186	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	18.005	16.380	24.180	29.835	8.727	14.804	14.781	128.989	0.272	0.204	-0.059	38.000	23.855	16.120	38.480	24.765	11.979	16.989	16.707	200.130	0.042	0.112	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39	38.000	39.000	19.825	10.855	27.430	10.985	5.613	7.606	6.755	37.915	0.053	-0.065	-0.260	39.000	11.180	12.285	4.160	14.430	5.522	7.340	6.300	34.793	-0.100	0.205	0.430	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	18.005	16.250	24.310	29.900	8.643	15.036	15.006	129.691	0.225	0.114	-0.118	39.000	23.920	16.250	38.610	24.765	12.108	16.979	16.630	201.355	-0.077	0.112	0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40	39.000	40.000	19.695	10.855	27.430	10.985	5.556	7.736	6.849	38.055	0.095	NaN	-0.130	40.000	10.335	12.545	4.095	14.495	6.251	6.538	5.835	36.479	-0.465	0.081	0.884	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	18.005	16.185	24.375	30.030	8.606	15.240	15.219	130.979	0.214	0.145	-0.059	40.000	23.920	16.185	38.870	24.765	12.113	17.237	16.894	204.642	0.264	0.226	-0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41	40.000	41.000	19.630	10.920	27.430	10.985	5.474	7.800	6.793	37.188	-0.056	NaN	-0.064	41.000	10.205	12.610	4.225	14.430	6.437	6.251	5.597	36.031	-0.238	-0.143	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	18.005	16.120	24.440	30.355	8.522	15.622	15.603	132.961	0.383	0.323	-0.059	41.000	23.985	16.185	39.195	24.830	12.113	17.495	17.132	207.528	0.238	0.315	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42	41.000	42.000	19.435	10.985	27.495	10.920	5.240	8.060	6.966	36.504	0.173	0.066	-0.196	42.000	10.530	12.545	4.160	14.495	6.023	6.662	5.953	35.853	0.356	0.081	-0.330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	18.135	16.575	24.505	30.680	8.811	15.477	15.460	136.222	-0.143	0.323	0.468	42.000	23.920	16.185	39.390	24.830	11.936	17.722	17.359	207.202	0.227	0.170	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43	42.000	43.000	19.565	10.985	27.430	10.920	5.386	7.865	6.802	36.635	-0.163	-0.065	0.130	43.000	10.400	12.545	4.225	14.495	6.162	6.476	5.832	35.934	-0.121	-0.062	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	18.070	16.445	24.635	30.875	8.727	15.853	15.831	138.153	0.371	0.231	-0.145	43.000	23.855	16.120	39.520	24.895	11.887	17.955	17.579	208.960	0.220	0.145	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44	43.000	44.000	19.695	11.050	27.430	10.920	5.531	7.736	6.663	36.850	-0.140	NaN	0.129	44.000	10.595	12.480	4.290	14.495	5.976	6.619	5.929	35.431	0.097	-0.062	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	18.070	16.445	24.700	31.265	8.727	16.235	16.217	141.529	0.387	0.383	NaN	44.000	23.920	16.185	39.650	25.025	11.979	18.044	17.669	211.647	0.090	0.177	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45	44.000	45.000	19.760	11.050	27.430	10.920	5.587	7.671	6.629	37.036	-0.034	NaN	0.065	45.000	10.985	12.415	4.225	14.560	5.655	7.092	6.215	35.148	0.286	0.082	-0.391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	18.070	16.445	24.830	31.655	8.727	16.645	16.628	145.112	0.411	0.409	NaN	45.000	23.920	16.250	39.650	25.025	12.021	18.012	17.611	211.706	-0.058	NaN	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46	45.000	46.000	19.760	11.050	27.430	10.920	5.619	7.671	6.589	37.028	-0.039	NaN	NaN	46.000	10.920	12.415	4.095	14.625	5.747	7.174	6.309	36.255	0.093	0.144	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	18.005	16.315	24.830	32.045	8.643	17.147	17.133	148.078	0.505	0.358	-0.145	46.000	23.920	16.185	39.650	25.025	12.021	18.044	17.654	212.222	0.043	NaN	-0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
