 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)
28	27.000	28.000	20.540	10.335	31.200	9.620	9.611	10.684	10.675	102.600	0.006	-0.061	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	9.425	13.910	5.980	16.120	2.977	4.093	3.688	10.977	-0.239	0.199	0.180	28.000	21.580	13.520	33.670	20.020	10.810	13.727	13.139	142.036	0.838	-0.299	-1.101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	16.900	7.930	17.485	7.670	6.470	0.640	0.640	4.141	0.083	-0.046	-0.139	50.000	15.795	20.410	16.510	22.425	11.459	2.138	2.112	24.205	0.496	NaN	-0.494	81.000	12.545	25.545	14.105	28.990	13.053	3.782	3.718	48.533	-0.638	NaN	0.592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29	28.000	29.000	20.670	10.270	31.070	9.620	9.734	10.420	10.413	101.358	-0.262	-0.130	0.134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	9.360	13.910	5.720	16.120	3.121	4.258	3.782	11.805	0.094	0.222	0.056	29.000	21.580	13.585	33.670	19.955	10.850	13.665	13.179	142.999	0.040	-0.030	0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	17.030	8.125	17.420	8.060	6.921	0.395	0.375	2.594	-0.265	-0.128	0.096	51.000	15.860	20.605	16.510	22.490	11.636	1.994	1.965	22.870	-0.147	0.061	0.206	82.000	12.610	25.220	14.040	28.925	12.817	3.971	3.944	50.552	0.226	-0.084	-0.280	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30	29.000	30.000	20.800	10.270	31.135	9.620	9.881	10.355	10.343	102.194	-0.070	0.065	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	9.490	13.845	5.655	16.250	3.730	4.527	3.691	13.769	-0.090	0.124	-0.145	30.000	21.450	13.520	33.735	19.955	10.982	13.868	13.607	149.438	0.428	0.058	-0.145	30.000	14.885	20.735	19.175	31.590	11.069	11.672	11.671	129.196	11.671	0.229	-1.774	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	15.795	20.540	16.575	22.555	11.574	2.161	2.145	24.822	0.179	0.084	-0.084	83.000	12.610	25.675	13.975	28.925	13.195	3.525	3.483	45.964	-0.461	-0.025	0.420	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31	30.000	31.000	21.320	10.335	31.135	9.555	10.452	9.846	9.844	102.887	-0.499	0.005	0.513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	9.360	13.910	5.720	16.185	2.977	4.292	3.845	11.446	0.154	-0.090	0.145	31.000	21.580	13.520	33.800	19.955	10.874	13.811	13.249	144.068	-0.358	0.058	0.115	31.000	15.665	22.685	19.305	31.720	12.265	9.741	9.740	119.458	-1.932	0.169	2.100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	15.795	20.540	16.640	22.555	11.543	2.185	2.176	25.122	0.032	0.025	NaN	84.000	12.610	25.740	13.975	28.925	13.195	3.465	3.420	45.131	-0.063	NaN	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32	31.000	32.000	21.060	10.270	31.005	9.555	10.265	9.971	9.964	102.279	0.120	-0.130	-0.255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	9.230	14.040	5.720	16.510	3.121	4.292	3.936	12.286	0.091	0.187	0.181	32.000	21.515	13.520	33.800	20.085	10.874	13.929	13.339	145.040	0.089	0.061	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	15.795	20.540	16.575	22.620	11.517	2.221	2.201	25.350	0.025	0.038	NaN	85.000	12.610	26.260	13.975	28.860	13.432	2.937	2.846	38.228	-0.574	-0.058	0.460	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33	32.000	33.000	20.800	10.205	31.070	9.620	9.999	10.287	10.275	102.744	0.311	0.061	-0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	8.710	14.560	5.915	16.640	3.948	3.484	3.265	12.890	-0.672	-0.079	0.728	33.000	21.450	13.455	33.800	20.085	10.823	14.017	13.444	145.501	0.105	NaN	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	15.665	20.280	16.640	22.685	11.371	2.595	2.580	29.334	0.378	0.085	-0.290	86.000	12.610	26.520	14.040	28.860	13.559	2.742	2.606	35.338	-0.240	0.034	0.222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34	33.000	34.000	20.605	10.205	31.070	9.620	9.787	10.481	10.476	102.528	0.201	NaN	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	7.475	15.665	6.240	16.835	5.720	1.701	1.674	9.574	-1.591	-0.102	1.657	34.000	21.450	13.455	33.995	20.215	10.865	14.250	13.730	149.172	0.287	0.233	NaN	34.000	15.535	22.035	19.695	31.915	11.940	10.720	10.720	128.001	10.720	0.050	-0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	15.665	20.345	16.705	22.815	11.429	2.680	2.668	30.496	0.089	0.145	0.060	87.000	12.610	26.390	14.040	28.925	13.496	2.911	2.797	37.746	0.191	0.057	-0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35	34.000	35.000	20.345	10.140	31.070	9.685	9.496	10.735	10.734	101.928	0.258	-0.003	-0.257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	8.060	15.080	6.370	16.640	5.395	2.300	2.210	11.923	0.536	-0.228	-0.827	35.000	21.450	13.390	34.060	20.280	10.991	14.370	13.989	153.756	0.259	0.088	-0.031	35.000	14.950	20.475	19.890	32.045	10.815	12.580	12.579	136.045	1.859	0.196	-1.664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	15.730	20.475	16.770	22.945	11.486	2.680	2.669	30.657	6.561E-4	0.145	0.145	88.000	12.610	26.520	13.975	28.925	13.544	2.765	2.651	35.904	-0.146	-0.032	0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36	35.000	36.000	20.150	10.010	31.135	9.685	9.188	10.990	10.980	100.889	0.246	0.065	-0.191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	8.060	15.145	6.435	16.380	5.355	2.041	1.922	10.292	-0.288	-0.209	0.039	36.000	21.515	13.390	34.060	20.280	10.878	14.313	13.873	150.909	-0.116	NaN	0.057	36.000	14.885	20.475	19.955	32.175	10.561	12.751	12.745	134.609	0.166	0.145	-0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	15.860	20.540	16.835	23.075	11.579	2.716	2.691	31.155	0.022	0.145	0.107	89.000	12.610	26.650	13.975	28.860	13.607	2.598	2.460	33.475	-0.191	-0.055	0.111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37	36.000	37.000	19.695	9.945	31.135	9.620	8.855	11.445	11.439	101.299	0.459	0.002	-0.453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	8.190	14.950	6.435	16.120	5.217	2.109	1.902	9.925	-0.020	-0.144	-0.216	37.000	21.320	13.260	34.125	20.215	10.832	14.572	14.166	153.444	0.293	0.026	-0.233	37.000	14.950	20.475	20.020	32.305	10.815	12.871	12.869	139.180	0.124	0.145	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	15.730	20.345	16.835	23.140	11.429	3.006	2.986	34.121	0.295	0.060	-0.229	90.000	12.675	26.845	13.975	28.925	13.685	2.453	2.322	31.772	-0.138	0.055	0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38	37.000	38.000	19.110	9.815	31.070	9.685	8.351	11.961	11.927	99.600	0.488	-0.066	-0.584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	8.190	14.885	6.435	16.055	5.072	2.109	1.904	9.658	0.002	-0.036	-0.036	38.000	21.190	13.195	33.865	20.085	10.736	14.427	13.989	150.182	-0.177	-0.291	-0.145	38.000	14.950	20.540	20.020	32.435	10.840	12.930	12.930	140.160	0.061	0.120	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	15.860	20.735	16.835	23.140	11.631	2.595	2.581	30.023	-0.404	NaN	0.410	91.000	12.675	27.170	13.975	28.925	13.875	2.184	2.002	27.784	-0.319	NaN	0.261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39	38.000	39.000	18.720	9.750	31.070	9.685	8.016	12.350	12.322	98.776	0.395	NaN	-0.390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	8.060	14.950	6.760	15.860	5.329	1.587	1.438	7.664	-0.466	-0.378	0.144	39.000	20.865	13.000	33.865	20.085	10.484	14.805	14.374	150.702	0.385	NaN	-0.379	39.000	14.950	20.410	19.955	32.435	10.925	13.025	13.025	142.298	0.095	-0.025	-0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	15.860	20.670	16.835	23.335	11.662	2.838	2.809	32.756	0.228	0.183	-0.061	92.000	12.675	27.755	14.040	28.860	14.143	1.756	1.384	19.574	-0.618	0.010	0.368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40	39.000	40.000	18.525	9.685	31.070	9.685	7.827	12.545	12.502	97.851	0.180	NaN	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	8.060	14.950	7.085	15.730	5.329	1.249	1.163	6.198	-0.275	-0.335	NaN	40.000	21.060	13.065	33.800	20.085	10.689	14.546	14.110	150.833	-0.264	-0.057	0.202	40.000	15.015	20.345	19.890	32.305	10.891	12.915	12.913	140.633	-0.112	-0.145	-0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	15.925	20.865	16.770	23.335	11.750	2.611	2.575	30.251	-0.234	-0.021	0.206	93.000	12.675	28.015	14.040	28.925	14.285	1.641	1.197	17.094	-0.187	0.036	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41	40.000	41.000	18.265	9.685	31.135	9.750	7.710	12.870	12.797	98.662	0.296	0.065	-0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	8.125	14.950	7.215	15.665	5.120	1.157	1.065	5.454	-0.098	-0.142	-0.051	41.000	20.865	13.000	33.735	20.020	10.578	14.660	14.177	149.971	0.067	-0.088	-0.202	41.000	15.015	20.345	19.695	32.045	10.824	12.601	12.591	136.282	-0.322	-0.314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	15.860	20.735	16.705	23.465	11.662	2.858	2.805	32.706	0.230	0.105	-0.143	94.000	12.675	28.015	14.040	28.860	14.300	1.605	1.138	16.279	-0.058	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42	41.000	42.000	18.135	9.750	31.070	9.815	7.568	12.935	12.882	97.488	0.084	-0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	7.800	15.145	7.280	15.600	5.507	0.691	0.656	3.612	-0.409	-0.092	0.373	42.000	20.865	12.935	33.930	20.085	10.578	14.894	14.398	152.303	0.220	0.202	-0.031	42.000	14.950	20.475	19.565	31.785	10.976	12.215	12.213	134.047	-0.378	-0.290	0.096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	15.795	20.540	16.640	23.335	11.605	2.920	2.860	33.192	0.056	-0.143	-0.205	95.000	12.675	27.950	13.975	28.860	14.285	1.587	1.182	16.883	0.043	-0.053	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43	42.000	43.000	17.550	9.685	31.135	9.750	7.050	13.585	13.521	95.324	0.640	0.065	-0.585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	7.930	14.950	7.410	15.665	5.297	0.884	0.878	4.652	0.222	-0.024	-0.234	43.000	20.865	12.935	33.995	20.085	10.657	14.951	14.478	154.289	0.080	0.057	NaN	43.000	14.950	20.410	19.565	31.655	11.002	12.155	12.152	133.692	-0.061	-0.120	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	15.730	20.410	16.640	23.335	10.998	3.063	3.000	32.989	0.139	NaN	-0.143	96.000	12.610	27.430	13.975	28.860	14.032	1.977	1.707	23.956	0.525	NaN	-0.421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44	43.000	44.000	17.225	9.620	30.810	9.945	6.869	13.589	13.460	92.464	-0.061	-0.320	-0.326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	7.735	15.015	7.345	15.665	5.329	0.758	0.758	4.039	-0.120	0.033	0.156	44.000	20.540	12.805	33.865	20.020	10.421	15.153	14.630	152.468	0.153	-0.145	-0.348	44.000	14.950	20.345	19.565	31.590	10.936	12.155	12.146	132.830	-0.006	-0.060	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	15.795	20.475	16.705	23.400	11.005	3.063	2.991	32.917	-0.008	0.081	0.081	97.000	12.545	26.455	13.585	28.730	13.496	2.501	2.454	33.116	0.747	-0.280	-0.914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45	44.000	45.000	17.030	9.555	30.550	10.205	6.676	13.536	13.351	89.131	-0.109	-0.247	-0.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	7.865	14.950	7.345	15.600	5.265	0.832	0.820	4.318	0.062	-0.051	-0.132	45.000	20.410	12.740	33.865	20.085	10.295	15.329	14.799	152.349	0.168	0.031	-0.145	45.000	14.950	20.280	19.565	31.655	10.936	12.276	12.264	134.123	0.118	0.060	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	15.925	20.865	16.900	23.530	11.611	2.838	2.767	32.131	-0.224	0.189	0.411	98.000	12.545	25.415	12.805	28.665	13.006	3.260	3.215	41.811	0.761	-0.127	-1.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46	45.000	46.000	16.835	9.555	30.485	10.205	6.468	13.665	13.516	87.415	0.164	-0.065	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	7.995	14.950	7.410	15.600	5.320	0.874	0.844	4.491	0.024	-0.043	-0.087	46.000	20.475	12.740	33.930	20.020	10.389	15.298	14.825	154.014	0.026	0.026	0.057	46.000	14.885	20.280	19.500	31.590	11.028	12.215	12.209	134.647	-0.055	-0.085	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	15.795	20.475	17.030	23.725	11.051	3.477	3.385	37.412	0.618	0.228	-0.411	99.000	12.545	25.480	12.805	28.730	13.085	3.260	3.213	42.039	-0.002	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47	46.000	47.000	16.770	9.555	30.420	10.205	6.403	13.665	13.514	86.528	-0.002	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	8.190	14.820	7.410	15.535	5.117	1.058	0.982	5.024	0.138	-0.044	-0.232	47.000	20.410	12.675	33.930	20.020	10.310	15.386	14.886	153.477	0.061	NaN	-0.088	47.000	14.885	20.215	19.045	31.720	10.969	12.234	12.200	133.823	-0.009	-0.032	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	16.185	21.255	17.355	23.855	11.935	2.851	2.809	33.521	-0.577	0.252	0.871	100.000	12.545	25.350	12.805	28.730	13.006	3.390	3.341	43.450	0.128	NaN	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48	47.000	48.000	16.770	9.620	30.420	10.205	6.532	13.663	13.524	88.345	0.011	NaN	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	7.995	15.015	7.345	15.535	5.262	0.832	0.750	3.946	-0.232	0.051	0.274	48.000	20.345	12.610	33.865	19.890	10.343	15.355	14.816	153.249	-0.069	-0.119	-0.088	48.000	14.885	20.280	19.045	31.655	11.023	12.112	12.072	133.062	-0.129	-0.061	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	16.250	21.320	17.420	23.985	11.939	2.911	2.852	34.045	0.043	0.145	0.086	101.000	12.545	25.090	12.805	28.730	12.896	3.649	3.588	46.272	0.247	NaN	-0.259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49	48.000	49.000	16.575	9.685	30.420	10.205	6.361	13.855	13.653	86.853	0.129	NaN	-0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	8.060	14.950	7.345	15.535	4.942	0.924	0.843	4.166	0.093	NaN	-0.091	49.000	20.280	12.610	33.930	19.890	10.224	15.470	14.846	151.779	0.029	0.057	-0.057	49.000	14.885	20.280	19.175	31.720	10.787	12.218	12.176	131.338	0.104	0.107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	16.185	21.385	17.485	24.115	11.848	3.024	2.980	35.313	0.129	0.145	0.031	102.000	12.545	25.220	12.805	28.730	12.943	3.520	3.466	44.861	-0.122	NaN	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50	49.000	50.000	16.640	9.815	30.485	10.205	6.326	13.850	13.766	87.090	0.113	0.065	0.069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	8.060	14.950	7.410	15.535	5.145	0.874	0.812	4.179	-0.031	-0.048	NaN	50.000	20.280	12.610	33.670	19.890	10.202	15.241	14.676	149.726	-0.169	-0.228	NaN	50.000	14.885	20.345	19.175	31.720	10.996	12.157	12.131	133.383	-0.045	NaN	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	16.185	21.385	17.550	24.375	11.683	3.287	3.237	37.814	0.256	0.264	NaN	103.000	12.545	24.310	12.805	28.665	12.502	4.363	4.278	53.480	0.812	-0.065	-0.908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51	50.000	51.000	16.770	9.880	30.550	10.140	6.521	13.782	13.715	89.435	-0.051	0.064	0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	7.995	15.015	7.410	15.470	5.145	0.741	0.667	3.431	-0.145	-0.040	0.091	51.000	20.215	12.545	33.605	19.825	10.174	15.241	14.624	148.779	-0.052	-0.088	-0.088	51.000	14.820	20.410	19.175	31.720	10.996	12.119	12.098	133.028	-0.032	NaN	0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	16.120	21.255	17.420	24.440	11.539	3.440	3.359	38.760	0.122	0.011	-0.145	104.000	12.610	24.180	12.805	28.730	12.456	4.554	4.443	55.348	0.166	0.065	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52	51.000	52.000	17.030	9.945	30.485	10.205	6.706	13.458	13.417	89.980	-0.298	-0.064	0.261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	8.060	14.950	7.410	15.535	5.145	0.874	0.812	4.179	0.145	0.043	-0.092	52.000	20.345	12.610	33.540	19.760	10.265	15.008	14.451	148.348	-0.172	-0.088	0.145	52.000	14.820	20.410	19.175	31.720	11.028	12.119	12.104	133.480	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	16.120	21.190	17.420	24.635	11.236	3.682	3.562	40.023	0.203	0.182	-0.061	105.000	12.610	24.050	12.805	28.795	12.394	4.749	4.630	57.384	0.187	0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53	52.000	53.000	17.160	9.880	30.485	10.205	6.775	13.329	13.273	89.929	-0.144	NaN	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	8.645	14.560	7.410	15.665	4.575	1.657	1.494	6.836	0.682	0.087	-0.696	53.000	20.475	12.675	33.475	19.760	10.343	14.805	14.266	147.554	-0.186	-0.057	0.145	53.000	14.885	20.345	19.175	31.720	10.969	12.157	12.135	133.104	0.031	NaN	-0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	16.185	21.515	17.355	24.700	11.470	3.393	3.275	37.569	-0.287	0.039	0.327	106.000	12.610	24.505	12.805	28.730	12.565	4.229	4.136	51.976	-0.494	-0.065	0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54	53.000	54.000	17.420	9.945	30.420	10.205	7.100	13.003	12.957	91.987	-0.316	-0.065	0.261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	8.710	14.625	7.410	15.665	4.527	1.665	1.437	6.507	-0.057	NaN	-0.010	54.000	20.345	12.545	33.540	19.825	10.237	15.070	14.427	147.698	0.162	0.088	-0.177	54.000	14.885	20.410	19.175	31.720	10.996	12.096	12.071	132.733	-0.063	NaN	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	16.120	21.320	17.420	25.090	11.108	3.988	3.834	42.588	0.559	0.390	-0.206	107.000	12.610	23.660	12.805	28.730	12.206	5.074	4.939	60.282	0.802	NaN	-0.844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
