dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
93.000	94.000	93.000	203.111	163.986	353.550	154.663	134.300	142.421	120.358	1.954	0.000	-0.016	0.079	94.000	93.000	210.857	149.855	353.550	147.729	122.679	138.167	112.096	6.701	-0.046	-0.057	0.000	94.000	93.000	170.200	131.653	353.550	130.276	119.667	126.294	109.699	10.832	-0.241	0.011	0.150	94.000	93.000	158.074	136.710	353.550	140.533	123.692	130.200	108.533	10.421	1.661	-0.064	-1.335	94.000	93.000	189.310	142.352	353.550	138.191	123.036	128.524	111.268	3.847	0.008	0.000	-0.064	94.000	93.000	242.034	189.447	353.550	173.151	143.929	148.667	131.762	1.680	-0.092	-0.000	0.100	94.000	93.000	275.133	209.659	353.550	180.636	149.600	159.056	131.797	1.932	0.184	-0.024	-0.145	94.000	93.000	190.552	145.813	353.550	133.341	120.083	123.286	107.375	6.286	-0.038	0.145	0.121	94.000	93.000	186.464	140.806	353.550	137.437	116.179	124.375	112.540	3.628	-0.119	-0.056	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	95.000	94.000	198.481	166.257	354.279	157.759	131.759	139.944	119.740	2.019	0.065	0.080	0.000	95.000	94.000	204.259	152.474	354.279	149.546	124.556	131.625	113.946	6.452	-0.249	-0.145	0.031	95.000	94.000	176.870	132.129	354.279	131.676	122.321	130.529	108.523	10.491	-0.341	-0.074	0.267	95.000	94.000	167.286	139.094	354.279	141.434	122.037	131.750	109.295	10.929	0.509	0.000	-0.387	95.000	94.000	178.862	142.219	354.279	135.132	119.893	127.714	109.980	3.736	-0.111	0.000	0.064	95.000	94.000	248.379	183.895	354.279	175.185	144.577	162.800	129.748	1.550	-0.130	-0.000	0.091	95.000	94.000	263.786	204.056	354.279	174.911	143.000	160.800	132.551	1.840	-0.092	-0.030	-0.000	95.000	94.000	184.423	150.456	354.279	133.674	122.607	134.071	108.899	6.240	-0.046	-0.060	0.000	95.000	94.000	173.259	138.266	354.279	138.176	118.786	127.143	111.827	3.406	-0.222	0.000	0.201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	96.000	95.000	199.731	170.870	356.056	155.306	130.633	139.857	122.918	1.908	-0.111	-0.062	-0.021	96.000	95.000	187.852	157.646	356.056	146.069	124.357	136.846	115.906	6.349	-0.103	-0.201	-0.099	96.000	95.000	178.714	141.136	356.056	132.425	116.640	125.615	108.199	10.564	0.073	0.064	0.053	96.000	95.000	163.654	139.222	356.056	139.018	120.429	130.000	107.490	10.933	0.003	0.000	-0.009	96.000	95.000	197.483	155.520	356.056	138.563	120.214	125.947	109.660	4.023	0.287	0.000	-0.267	96.000	95.000	241.345	176.778	356.056	171.381	140.259	149.214	129.866	1.458	-0.092	0.051	0.142	96.000	95.000	266.677	203.136	356.056	170.579	135.857	148.733	129.228	2.024	0.184	0.058	-0.088	96.000	95.000	184.348	152.202	356.056	133.289	121.864	130.923	108.514	6.370	0.130	0.121	-0.061	96.000	95.000	170.483	136.446	356.056	137.704	121.192	128.150	111.653	3.146	-0.260	0.000	0.254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	187.957	161.823	354.209	147.405	130.138	137.882	119.904	1.881	-0.027	0.063	0.095	97.000	96.000	198.000	163.924	354.209	146.462	125.897	139.308	114.561	6.265	-0.084	-0.200	-0.179	97.000	96.000	172.179	133.576	354.209	133.584	120.917	129.455	108.163	10.247	-0.317	0.012	0.371	97.000	96.000	174.621	137.521	354.209	137.500	126.893	136.500	108.262	11.006	0.073	-0.008	0.000	97.000	96.000	205.129	153.989	354.209	142.085	120.966	130.083	110.968	4.310	0.287	-0.073	-0.202	97.000	96.000	248.457	193.495	354.209	178.529	142.321	153.647	130.764	1.634	0.176	-0.048	-0.136	97.000	96.000	263.759	199.758	354.209	170.173	139.267	148.750	130.107	1.867	-0.157	-0.056	0.056	97.000	96.000	181.533	152.289	354.209	134.135	119.640	126.214	108.324	6.749	0.379	0.061	-0.168	97.000	96.000	180.000	142.087	354.209	140.653	119.862	129.412	110.067	3.425	0.279	0.089	-0.111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	192.111	159.873	354.953	151.606	137.613	149.400	118.507	1.900	0.019	-0.077	-0.064	98.000	97.000	187.040	154.808	354.953	146.942	122.786	129.526	115.209	5.913	-0.352	-0.267	0.089	98.000	97.000	168.483	137.261	354.953	133.231	120.231	132.571	108.370	10.266	0.019	0.000	0.000	98.000	97.000	176.700	139.435	354.953	135.582	121.500	136.600	108.615	10.979	-0.027	0.000	-0.064	98.000	97.000	196.759	150.292	354.953	140.537	121.200	126.526	109.662	4.329	0.019	0.074	0.000	98.000	97.000	254.342	194.458	354.953	180.870	147.769	157.529	132.433	1.745	0.111	-0.000	-0.049	98.000	97.000	265.935	195.638	354.953	173.491	143.833	158.500	129.054	1.913	0.046	-0.000	-0.000	98.000	97.000	191.414	157.625	354.953	133.185	117.160	125.727	106.596	7.220	0.471	0.290	-0.205	98.000	97.000	188.621	149.337	354.953	145.050	121.519	130.789	111.899	3.544	0.119	0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	194.615	152.862	352.642	153.536	132.600	141.875	121.186	1.789	-0.111	0.020	0.104	99.000	98.000	200.538	152.321	352.642	148.743	124.750	135.000	111.750	5.924	0.011	-0.055	-0.034	99.000	98.000	186.222	130.878	352.642	134.772	123.417	131.385	108.426	9.876	-0.390	0.000	0.267	99.000	98.000	164.654	132.058	352.642	137.411	123.704	132.450	108.786	10.803	-0.176	0.009	0.129	99.000	98.000	209.724	144.642	352.642	146.173	121.308	127.500	109.758	4.302	-0.027	0.064	0.064	99.000	98.000	220.913	219.500	352.642	163.299	140.440	157.182	132.504	1.791	0.046	0.053	-0.160	99.000	98.000	288.289	221.057	352.642	187.688	140.000	147.240	131.651	2.188	0.276	-0.000	-0.269	99.000	98.000	194.964	150.472	352.642	134.678	122.769	129.286	106.547	7.369	0.149	0.121	0.000	99.000	98.000	179.444	147.750	352.642	145.542	120.808	125.955	112.340	3.425	-0.119	-0.033	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	100.000	99.000	216.345	170.703	352.733	157.667	135.767	152.818	122.121	1.881	0.092	0.000	-0.110	100.000	99.000	206.000	171.324	352.733	146.890	122.393	135.000	110.807	5.951	0.027	0.000	-0.056	100.000	99.000	183.107	137.682	352.733	134.787	124.370	130.619	109.577	9.857	-0.019	-0.076	0.052	100.000	99.000	163.308	136.761	352.733	136.179	117.852	120.783	108.418	10.730	-0.073	0.074	0.055	100.000	99.000	215.423	154.742	352.733	153.205	120.321	129.231	108.687	4.784	0.482	0.129	-0.331	100.000	99.000	224.231	193.942	352.733	164.282	140.185	145.950	129.184	1.928	0.138	-0.053	-0.144	100.000	99.000	230.500	186.306	352.733	166.896	143.667	156.357	128.811	1.729	-0.460	-0.000	0.353	100.000	99.000	193.033	144.020	352.733	134.892	120.778	129.455	107.645	7.526	0.157	0.205	0.145	100.000	99.000	184.621	142.330	352.733	144.066	124.280	132.389	111.578	3.257	-0.168	0.000	0.164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	210.269	165.216	354.267	154.193	133.833	141.300	120.713	1.835	-0.046	0.050	0.064	101.000	100.000	211.214	171.722	354.267	144.198	119.556	126.217	110.386	6.154	0.203	0.000	-0.145	101.000	100.000	179.971	136.787	354.267	133.847	125.567	131.423	109.927	9.883	0.027	0.013	0.064	101.000	100.000	166.815	135.663	354.267	136.768	121.115	129.750	107.453	10.902	0.173	0.074	0.010	101.000	100.000	226.034	151.738	354.267	146.446	122.296	130.188	110.480	4.459	-0.325	0.000	0.331	101.000	100.000	245.103	212.818	354.267	168.222	139.185	145.409	128.697	2.345	0.417	-0.000	-0.288	101.000	100.000	271.368	201.245	354.267	177.427	142.633	164.444	130.094	2.135	0.406	-0.000	-0.268	101.000	100.000	189.333	151.473	354.267	134.881	122.577	129.438	106.247	7.656	0.130	0.183	0.000	101.000	100.000	199.462	150.916	354.267	145.461	120.226	131.167	112.045	3.525	0.268	0.000	-0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	199.143	159.517	353.311	153.456	132.167	141.176	122.723	1.659	-0.176	-0.045	0.125	102.000	101.000	210.724	157.466	353.311	143.429	121.143	131.133	109.500	6.089	-0.065	0.000	0.033	102.000	101.000	173.643	137.713	353.311	133.049	122.107	129.050	110.174	9.562	-0.322	-0.011	0.151	102.000	101.000	171.840	134.674	353.311	137.216	118.160	126.214	107.839	10.818	-0.084	0.074	0.128	102.000	101.000	214.000	154.538	353.311	144.775	125.296	130.526	111.060	4.302	-0.157	-0.064	0.000	102.000	101.000	260.967	213.889	353.311	170.953	142.071	163.429	130.041	2.437	0.092	-0.000	-0.038	102.000	101.000	265.000	201.228	353.311	174.464	143.821	150.850	130.958	2.005	-0.130	-0.000	0.119	102.000	101.000	200.194	160.333	353.311	139.618	123.414	131.846	111.923	7.989	0.333	-0.206	-0.411	102.000	101.000	194.333	156.227	353.311	147.728	122.037	130.000	113.347	3.506	-0.019	-0.054	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	103.000	102.000	215.857	166.360	353.538	158.238	140.300	145.591	123.067	1.659	0.000	0.000	0.015	103.000	102.000	199.192	162.480	353.538	141.339	116.643	124.353	110.182	6.016	-0.073	0.000	0.056	103.000	102.000	178.276	137.277	353.538	131.685	119.280	125.625	109.959	9.654	0.092	0.012	-0.076	103.000	102.000	167.379	133.931	353.538	138.885	119.000	122.208	106.355	10.807	-0.011	0.139	0.192	103.000	102.000	200.357	150.853	353.538	144.553	122.786	128.476	111.660	4.153	-0.149	-0.064	0.064	103.000	102.000	243.656	211.684	353.538	166.327	136.214	147.286	127.660	2.418	-0.019	0.038	0.038	103.000	102.000	263.655	192.940	353.538	169.530	140.034	148.211	128.521	1.886	-0.119	-0.000	0.088	103.000	102.000	187.636	147.698	353.538	136.201	122.269	126.250	109.286	7.805	-0.184	0.124	0.349	103.000	102.000	196.741	165.209	353.538	142.661	120.542	127.467	111.132	3.682	0.176	0.055	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	104.000	103.000	224.929	168.488	352.188	154.468	130.893	137.040	122.265	1.613	-0.046	0.064	0.076	104.000	103.000	212.714	166.162	352.188	140.052	120.071	134.000	108.347	6.016	0.000	0.000	-0.024	104.000	103.000	177.840	135.617	352.188	133.471	118.107	131.636	108.255	9.562	-0.092	0.128	0.204	104.000	103.000	170.778	135.465	352.188	140.168	117.037	124.938	106.789	10.604	-0.203	0.064	0.128	104.000	103.000	201.500	154.900	352.188	145.637	121.462	127.200	111.255	4.310	0.157	0.000	-0.075	104.000	103.000	256.935	222.311	352.188	173.894	139.786	147.600	126.745	2.556	0.138	-0.039	-0.221	104.000	103.000	245.517	183.506	352.188	166.095	141.419	155.143	127.715	1.867	-0.019	0.088	0.088	104.000	103.000	166.862	128.928	352.188	133.250	124.833	130.000	108.705	7.177	-0.628	0.043	0.554	104.000	103.000	200.929	161.538	352.188	141.656	120.923	128.300	111.628	3.865	0.184	0.034	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	105.000	104.000	233.241	175.725	353.840	161.821	141.500	151.312	124.080	1.632	0.019	-0.076	-0.013	105.000	104.000	208.800	155.173	353.840	139.634	124.633	133.941	109.500	5.936	-0.081	0.000	0.120	105.000	104.000	176.577	139.756	353.840	133.591	122.786	133.364	107.947	9.562	0.000	0.000	0.011	105.000	104.000	176.852	138.053	353.840	141.647	122.074	135.500	107.507	10.761	0.157	-0.053	-0.128	105.000	104.000	207.259	158.884	353.840	150.642	120.593	127.125	110.826	4.356	0.046	-0.064	-0.140	105.000	104.000	235.452	205.135	353.840	169.031	138.357	149.267	127.552	2.502	-0.054	-0.000	0.072	105.000	104.000	255.552	195.753	353.840	175.536	144.679	152.143	129.740	1.867	0.000	-0.088	-0.088	105.000	104.000	166.136	138.119	353.840	133.883	124.393	135.077	107.385	7.169	-0.008	0.124	0.000	105.000	104.000	202.400	165.380	353.840	145.981	124.704	135.400	111.215	3.942	0.076	0.000	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	106.000	105.000	232.781	188.948	352.770	164.463	138.323	149.133	124.533	1.770	0.138	0.000	-0.141	106.000	105.000	199.889	156.522	352.770	139.152	127.567	135.667	111.245	5.897	-0.038	-0.031	0.000	106.000	105.000	176.696	136.353	352.770	133.974	122.516	136.231	109.019	9.424	-0.138	-0.064	0.011	106.000	105.000	181.115	142.750	352.770	141.148	130.276	142.000	109.365	10.734	-0.027	-0.150	-0.075	106.000	105.000	215.931	163.478	352.770	154.665	122.929	129.278	110.546	4.689	0.333	0.064	-0.267	106.000	105.000	249.452	200.788	352.770	170.198	135.080	143.565	127.482	2.548	0.046	0.055	-0.000	106.000	105.000	233.852	185.314	352.770	167.037	138.552	152.500	128.610	1.813	-0.054	0.059	0.087	106.000	105.000	161.727	139.230	352.770	133.320	120.038	124.765	107.472	7.391	0.222	0.124	-0.081	106.000	105.000	191.370	163.457	352.770	140.980	119.840	126.952	112.438	3.877	-0.065	-0.033	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	107.000	106.000	246.207	176.689	353.784	165.314	136.100	157.200	123.766	1.724	-0.046	0.080	0.125	107.000	106.000	186.586	152.683	353.784	138.970	123.833	130.458	110.153	5.871	-0.027	0.032	0.113	107.000	106.000	170.962	135.709	353.784	133.298	121.429	133.917	108.218	9.359	-0.065	0.000	0.064	107.000	106.000	173.567	137.426	353.784	139.406	123.655	138.471	109.123	10.601	-0.133	0.011	0.267	107.000	106.000	221.250	154.840	353.784	156.624	126.192	136.571	112.097	4.440	-0.249	-0.076	0.192	107.000	106.000	247.333	217.654	353.784	170.093	138.296	149.050	127.317	2.502	-0.046	-0.054	-0.000	107.000	106.000	247.067	194.819	353.784	169.665	142.414	155.875	129.192	1.932	0.119	-0.056	-0.121	107.000	106.000	173.800	146.412	353.784	131.769	124.593	129.765	107.772	7.846	0.455	0.187	-0.268	107.000	106.000	199.321	168.156	353.784	140.048	120.889	131.062	111.682	4.079	0.203	-0.056	-0.201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	108.000	107.000	238.069	185.346	353.058	161.158	136.467	145.933	123.925	1.632	-0.092	0.000	0.024	108.000	107.000	199.741	157.662	353.058	135.423	118.897	125.391	111.275	5.806	-0.065	-0.056	-0.056	108.000	107.000	177.480	137.875	353.058	133.736	121.929	130.188	110.440	9.313	-0.046	-0.074	0.010	108.000	107.000	169.517	143.232	353.058	137.031	121.929	135.333	110.046	10.704	0.103	0.000	-0.118	108.000	107.000	222.531	154.494	353.058	149.090	125.690	130.125	112.468	4.245	-0.195	-0.052	0.140	108.000	107.000	243.269	203.598	353.058	171.086	141.963	152.571	126.183	2.326	-0.176	-0.000	0.090	108.000	107.000	237.207	184.452	353.058	169.331	144.000	155.056	128.951	1.848	-0.084	-0.000	0.030	108.000	107.000	180.435	157.169	353.058	132.103	117.760	129.167	108.311	8.206	0.360	0.062	-0.286	108.000	107.000	191.741	162.361	353.058	143.524	118.536	127.133	110.696	4.171	0.092	0.089	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	109.000	108.000	238.793	180.036	354.638	166.897	143.000	162.875	125.657	1.586	-0.046	0.000	0.064	109.000	108.000	188.885	151.643	354.638	135.865	118.643	126.579	109.609	5.813	0.008	0.056	0.023	109.000	108.000	178.655	141.798	354.638	133.016	123.259	127.526	108.696	9.435	0.122	0.064	-0.064	109.000	108.000	171.400	139.420	354.638	139.249	128.750	146.000	111.047	10.501	-0.203	-0.085	-0.085	109.000	108.000	217.065	150.084	354.638	146.211	121.926	125.579	111.833	4.088	-0.157	0.064	0.203	109.000	108.000	259.207	226.940	354.638	179.121	140.778	148.250	129.257	2.621	0.295	-0.000	-0.271	109.000	108.000	276.719	206.886	354.638	179.974	140.222	148.750	130.133	2.077	0.230	-0.000	-0.212	109.000	108.000	191.962	167.709	354.638	135.076	121.167	128.154	107.771	8.677	0.471	0.062	-0.349	109.000	108.000	191.286	155.958	354.638	142.118	121.423	129.667	112.034	4.190	0.019	-0.055	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	110.000	109.000	223.704	174.321	356.590	159.863	138.125	148.579	124.487	1.540	-0.046	0.000	0.074	110.000	109.000	210.138	161.013	356.590	137.889	125.615	133.579	110.007	5.932	0.119	-0.056	-0.179	110.000	109.000	179.357	144.634	356.590	132.891	117.808	123.190	108.571	9.573	0.138	0.075	-0.064	110.000	109.000	190.154	140.289	356.590	140.532	122.880	129.158	109.110	10.474	-0.027	0.076	0.040	110.000	109.000	212.571	144.576	356.590	145.032	119.400	127.857	110.391	3.755	-0.333	0.000	0.267	110.000	109.000	244.615	201.756	356.590	170.389	141.241	160.500	128.250	2.280	-0.341	-0.054	0.271	110.000	109.000	277.429	208.260	356.590	179.335	137.414	149.462	128.514	2.207	0.130	-0.000	-0.090	110.000	109.000	199.429	172.312	356.590	137.128	123.786	138.667	109.359	8.983	0.306	0.020	-0.225	110.000	109.000	184.222	162.554	356.590	142.311	118.759	128.250	109.973	4.309	0.119	0.056	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	111.000	110.000	242.038	177.901	356.458	165.420	135.393	144.778	124.658	1.559	0.019	0.064	-0.013	111.000	110.000	217.000	161.763	356.458	138.097	124.179	134.933	109.725	5.959	0.027	0.000	-0.034	111.000	110.000	180.966	136.847	356.458	132.819	118.143	125.222	109.081	9.500	-0.073	-0.064	0.074	111.000	110.000	175.714	142.625	356.458	140.923	122.241	132.188	109.799	10.180	-0.295	-0.076	0.128	111.000	110.000	213.300	149.156	356.458	141.985	118.931	122.955	110.658	3.828	0.073	0.000	0.064	111.000	110.000	241.923	207.453	356.458	168.022	136.964	148.556	128.151	2.418	0.138	0.054	-0.090	111.000	110.000	256.710	196.393	356.458	174.351	134.370	149.250	128.972	2.051	-0.157	-0.000	0.121	111.000	110.000	190.286	163.567	356.458	135.819	123.464	129.211	108.867	9.212	0.230	-0.018	-0.169	111.000	110.000	194.679	162.927	356.458	140.703	119.037	133.667	111.425	4.558	0.249	0.000	-0.257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	112.000	111.000	239.071	182.691	354.529	167.438	142.286	151.842	126.910	1.483	-0.076	-0.063	0.063	112.000	111.000	195.120	157.308	354.529	138.707	122.407	140.800	110.788	5.886	-0.073	0.000	0.089	112.000	111.000	179.034	136.209	354.529	134.808	124.407	132.176	108.158	9.481	-0.019	0.064	0.064	112.000	111.000	166.467	128.581	354.529	131.853	119.074	130.067	107.787	8.894	-1.286	0.064	1.314	112.000	111.000	206.000	145.989	354.529	142.160	122.967	132.765	111.714	3.514	-0.314	-0.009	0.138	112.000	111.000	257.389	213.096	354.529	174.928	139.536	149.875	126.993	2.648	0.230	-0.000	-0.128	112.000	111.000	259.000	188.472	354.529	178.734	140.107	149.389	125.548	2.024	-0.027	-0.000	0.088	112.000	111.000	205.414	174.700	354.529	137.011	121.667	128.278	109.178	9.583	0.371	0.000	-0.368	112.000	111.000	201.367	167.244	354.529	141.930	122.815	134.786	111.632	4.799	0.241	0.000	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	113.000	112.000	237.400	177.250	354.746	170.420	143.710	152.450	130.833	1.502	0.019	-0.011	0.000	113.000	112.000	195.250	158.014	354.746	138.206	120.200	127.350	110.104	5.794	-0.092	0.056	0.089	113.000	112.000	189.179	141.864	354.746	135.609	127.654	135.357	109.760	9.462	-0.019	-0.064	-0.075	113.000	112.000	186.407	128.612	354.746	134.105	125.111	131.778	107.716	8.775	-0.119	0.000	-0.012	113.000	112.000	215.464	148.562	354.746	142.370	122.690	128.474	112.647	3.587	0.073	0.013	-0.026	113.000	112.000	243.121	198.974	354.746	170.581	141.630	152.000	126.390	2.464	-0.184	-0.000	0.181	113.000	112.000	228.033	174.365	354.746	165.441	144.793	155.833	126.145	1.683	-0.341	-0.000	0.290	113.000	112.000	190.067	161.793	354.746	135.859	123.379	135.444	107.632	9.951	0.368	0.154	0.017	113.000	112.000	202.821	161.169	354.746	141.323	120.000	137.200	111.035	4.753	-0.046	0.000	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113.000	114.000	113.000	246.750	189.763	355.640	168.818	140.733	154.538	128.662	1.483	-0.019	0.014	0.000	114.000	113.000	197.897	154.301	355.640	138.696	119.600	129.895	110.013	5.767	-0.027	-0.056	0.033	114.000	113.000	166.435	137.663	355.640	135.389	122.643	134.692	109.034	9.305	-0.157	0.064	0.128	114.000	113.000	175.310	132.442	355.640	133.087	120.500	132.909	108.399	8.802	0.027	0.076	0.076	114.000	113.000	194.538	145.966	355.640	143.542	122.867	134.778	111.040	3.449	-0.138	0.000	0.076	114.000	113.000	241.655	182.447	355.640	164.853	138.222	158.571	125.593	2.150	-0.314	-0.000	0.195	114.000	113.000	262.706	191.165	355.640	179.402	144.724	157.733	128.823	1.978	0.295	-0.000	-0.234	114.000	113.000	198.844	160.181	355.640	134.691	121.207	127.765	107.180	10.387	0.436	0.172	-0.268	114.000	113.000	186.760	163.233	355.640	140.615	122.607	131.294	110.832	4.780	0.027	-0.033	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
